Product_Name,Category,Date,Units_Sold
Chicken Breast,Meat & Seafood,2024-11-06,131
Cumin Powder,Condiments & Spices,2024-11-06,52
Dark Chocolate,Snacks & Confectionery,2024-11-06,73
Eggs (12pk),Dairy & Eggs,2024-11-06,225
Frozen Peas (500g),Frozen Foods,2024-11-06,76
Frozen Pizza,Frozen Foods,2024-11-06,60
Greek Yogurt,Dairy & Eggs,2024-11-06,60
Green Tea (20pk),Beverages,2024-11-06,57
Ground Beef,Meat & Seafood,2024-11-06,93
Honey (500g),Snacks & Confectionery,2024-11-06,57
Milk (1L),Dairy & Eggs,2024-11-06,188
Mineral Water (2L),Beverages,2024-11-06,145
Oats (1kg),Grains & Staples,2024-11-06,82
Olive Oil,Oils & Fats,2024-11-06,58
Onions,Fruits & Vegetables,2024-11-06,95
Orange Juice (1L),Beverages,2024-11-06,92
Pasta (500g),Grains & Staples,2024-11-06,135
Potato Chips,Snacks & Confectionery,2024-11-06,116
Potatoes,Fruits & Vegetables,2024-11-06,112
Rice (5kg),Grains & Staples,2024-11-06,190
Salmon Fillet,Meat & Seafood,2024-11-06,50
Soy Sauce (300ml),Condiments & Spices,2024-11-06,65
Spinach,Fruits & Vegetables,2024-11-06,42
Tomato Ketchup,Condiments & Spices,2024-11-06,74
Tomatoes,Fruits & Vegetables,2024-11-06,88
Tuna (Canned),Meat & Seafood,2024-11-06,132
Vegetable Oil,Oils & Fats,2024-11-06,131
Whole Wheat Bread,Grains & Staples,2024-11-06,148
Bananas,Fruits & Vegetables,2024-11-07,162
Bell Pepper,Fruits & Vegetables,2024-11-07,49
Butter (250g),Oils & Fats,2024-11-07,90
Cheddar Cheese,Dairy & Eggs,2024-11-07,50
Chicken Breast,Meat & Seafood,2024-11-07,132
Cumin Powder,Condiments & Spices,2024-11-07,37
Dark Chocolate,Snacks & Confectionery,2024-11-07,90
Eggs (12pk),Dairy & Eggs,2024-11-07,227
Frozen Peas (500g),Frozen Foods,2024-11-07,56
Frozen Pizza,Frozen Foods,2024-11-07,65
Greek Yogurt,Dairy & Eggs,2024-11-07,47
Green Tea (20pk),Beverages,2024-11-07,49
Ground Beef,Meat & Seafood,2024-11-07,82
Honey (500g),Snacks & Confectionery,2024-11-07,69
Milk (1L),Dairy & Eggs,2024-11-07,175
Mineral Water (2L),Beverages,2024-11-07,174
Oats (1kg),Grains & Staples,2024-11-07,70
Olive Oil,Oils & Fats,2024-11-07,53
Onions,Fruits & Vegetables,2024-11-07,60
Orange Juice (1L),Beverages,2024-11-07,90
Pasta (500g),Grains & Staples,2024-11-07,112
Potato Chips,Snacks & Confectionery,2024-11-07,119
Potatoes,Fruits & Vegetables,2024-11-07,83
Rice (5kg),Grains & Staples,2024-11-07,190
Salmon Fillet,Meat & Seafood,2024-11-07,60
Soy Sauce (300ml),Condiments & Spices,2024-11-07,63
Spinach,Fruits & Vegetables,2024-11-07,52
Tomato Ketchup,Condiments & Spices,2024-11-07,65
Tomatoes,Fruits & Vegetables,2024-11-07,61
Tuna (Canned),Meat & Seafood,2024-11-07,145
Vegetable Oil,Oils & Fats,2024-11-07,146
Whole Wheat Bread,Grains & Staples,2024-11-07,163
Bananas,Fruits & Vegetables,2024-11-08,159
Bell Pepper,Fruits & Vegetables,2024-11-08,91
Butter (250g),Oils & Fats,2024-11-08,64
Cheddar Cheese,Dairy & Eggs,2024-11-08,77
Chicken Breast,Meat & Seafood,2024-11-08,116
Cumin Powder,Condiments & Spices,2024-11-08,58
Dark Chocolate,Snacks & Confectionery,2024-11-08,87
Eggs (12pk),Dairy & Eggs,2024-11-08,265
Frozen Peas (500g),Frozen Foods,2024-11-08,71
Frozen Pizza,Frozen Foods,2024-11-08,68
Greek Yogurt,Dairy & Eggs,2024-11-08,66
Green Tea (20pk),Beverages,2024-11-08,60
Ground Beef,Meat & Seafood,2024-11-08,77
Honey (500g),Snacks & Confectionery,2024-11-08,63
Milk (1L),Dairy & Eggs,2024-11-08,179
Mineral Water (2L),Beverages,2024-11-08,189
Oats (1kg),Grains & Staples,2024-11-08,104
Olive Oil,Oils & Fats,2024-11-08,66
Onions,Fruits & Vegetables,2024-11-08,76
Orange Juice (1L),Beverages,2024-11-08,83
Pasta (500g),Grains & Staples,2024-11-08,102
Potato Chips,Snacks & Confectionery,2024-11-08,116
Potatoes,Fruits & Vegetables,2024-11-08,95
Rice (5kg),Grains & Staples,2024-11-08,212
Salmon Fillet,Meat & Seafood,2024-11-08,64
Soy Sauce (300ml),Condiments & Spices,2024-11-08,60
Spinach,Fruits & Vegetables,2024-11-08,59
Tomato Ketchup,Condiments & Spices,2024-11-08,71
Tomatoes,Fruits & Vegetables,2024-11-08,70
Tuna (Canned),Meat & Seafood,2024-11-08,143
Vegetable Oil,Oils & Fats,2024-11-08,108
Whole Wheat Bread,Grains & Staples,2024-11-08,219
Bananas,Fruits & Vegetables,2024-11-09,186
Bell Pepper,Fruits & Vegetables,2024-11-09,92
Butter (250g),Oils & Fats,2024-11-09,105
Cheddar Cheese,Dairy & Eggs,2024-11-09,85
Chicken Breast,Meat & Seafood,2024-11-09,149
Cumin Powder,Condiments & Spices,2024-11-09,59
Dark Chocolate,Snacks & Confectionery,2024-11-09,83
Eggs (12pk),Dairy & Eggs,2024-11-09,290
Frozen Peas (500g),Frozen Foods,2024-11-09,76
Frozen Pizza,Frozen Foods,2024-11-09,63
Greek Yogurt,Dairy & Eggs,2024-11-09,107
Green Tea (20pk),Beverages,2024-11-09,68
Ground Beef,Meat & Seafood,2024-11-09,86
Honey (500g),Snacks & Confectionery,2024-11-09,60
Milk (1L),Dairy & Eggs,2024-11-09,215
Mineral Water (2L),Beverages,2024-11-09,200
Oats (1kg),Grains & Staples,2024-11-09,98
Olive Oil,Oils & Fats,2024-11-09,61
Onions,Fruits & Vegetables,2024-11-09,123
Orange Juice (1L),Beverages,2024-11-09,97
Pasta (500g),Grains & Staples,2024-11-09,196
Potato Chips,Snacks & Confectionery,2024-11-09,153
Potatoes,Fruits & Vegetables,2024-11-09,131
Rice (5kg),Grains & Staples,2024-11-09,261
Salmon Fillet,Meat & Seafood,2024-11-09,50
Soy Sauce (300ml),Condiments & Spices,2024-11-09,68
Spinach,Fruits & Vegetables,2024-11-09,37
Tomato Ketchup,Condiments & Spices,2024-11-09,74
Tomatoes,Fruits & Vegetables,2024-11-09,108
Tuna (Canned),Meat & Seafood,2024-11-09,148
Vegetable Oil,Oils & Fats,2024-11-09,146
Whole Wheat Bread,Grains & Staples,2024-11-09,212
Bananas,Fruits & Vegetables,2024-11-10,203
Bell Pepper,Fruits & Vegetables,2024-11-10,97
Butter (250g),Oils & Fats,2024-11-10,80
Cheddar Cheese,Dairy & Eggs,2024-11-10,62
Chicken Breast,Meat & Seafood,2024-11-10,153
Cumin Powder,Condiments & Spices,2024-11-10,62
Dark Chocolate,Snacks & Confectionery,2024-11-10,70
Eggs (12pk),Dairy & Eggs,2024-11-10,288
Frozen Peas (500g),Frozen Foods,2024-11-10,95
Frozen Pizza,Frozen Foods,2024-11-10,59
Greek Yogurt,Dairy & Eggs,2024-11-10,86
Green Tea (20pk),Beverages,2024-11-10,62
Ground Beef,Meat & Seafood,2024-11-10,92
Honey (500g),Snacks & Confectionery,2024-11-10,64
Milk (1L),Dairy & Eggs,2024-11-10,232
Mineral Water (2L),Beverages,2024-11-10,178
Oats (1kg),Grains & Staples,2024-11-10,96
Olive Oil,Oils & Fats,2024-11-10,74
Onions,Fruits & Vegetables,2024-11-10,88
Orange Juice (1L),Beverages,2024-11-10,107
Pasta (500g),Grains & Staples,2024-11-10,159
Potato Chips,Snacks & Confectionery,2024-11-10,139
Potatoes,Fruits & Vegetables,2024-11-10,139
Rice (5kg),Grains & Staples,2024-11-10,215
Salmon Fillet,Meat & Seafood,2024-11-10,69
Soy Sauce (300ml),Condiments & Spices,2024-11-10,71
Spinach,Fruits & Vegetables,2024-11-10,62
Tomato Ketchup,Condiments & Spices,2024-11-10,90
Tomatoes,Fruits & Vegetables,2024-11-10,86
Tuna (Canned),Meat & Seafood,2024-11-10,169
Vegetable Oil,Oils & Fats,2024-11-10,135
Whole Wheat Bread,Grains & Staples,2024-11-10,165
Bananas,Fruits & Vegetables,2024-11-11,175
Bell Pepper,Fruits & Vegetables,2024-11-11,75
Butter (250g),Oils & Fats,2024-11-11,76
Cheddar Cheese,Dairy & Eggs,2024-11-11,93
Chicken Breast,Meat & Seafood,2024-11-11,153
Cumin Powder,Condiments & Spices,2024-11-11,55
Dark Chocolate,Snacks & Confectionery,2024-11-11,85
Eggs (12pk),Dairy & Eggs,2024-11-11,206
Frozen Peas (500g),Frozen Foods,2024-11-11,69
Frozen Pizza,Frozen Foods,2024-11-11,60
Greek Yogurt,Dairy & Eggs,2024-11-11,54
Green Tea (20pk),Beverages,2024-11-11,64
Ground Beef,Meat & Seafood,2024-11-11,80
Honey (500g),Snacks & Confectionery,2024-11-11,59
Milk (1L),Dairy & Eggs,2024-11-11,179
Mineral Water (2L),Beverages,2024-11-11,165
Oats (1kg),Grains & Staples,2024-11-11,64
Olive Oil,Oils & Fats,2024-11-11,54
Onions,Fruits & Vegetables,2024-11-11,79
Orange Juice (1L),Beverages,2024-11-11,65
Pasta (500g),Grains & Staples,2024-11-11,119
Potato Chips,Snacks & Confectionery,2024-11-11,82
Potatoes,Fruits & Vegetables,2024-11-11,112
Rice (5kg),Grains & Staples,2024-11-11,217
Salmon Fillet,Meat & Seafood,2024-11-11,51
Soy Sauce (300ml),Condiments & Spices,2024-11-11,64
Spinach,Fruits & Vegetables,2024-11-11,55
Tomato Ketchup,Condiments & Spices,2024-11-11,77
Tomatoes,Fruits & Vegetables,2024-11-11,112
Tuna (Canned),Meat & Seafood,2024-11-11,122
Vegetable Oil,Oils & Fats,2024-11-11,138
Whole Wheat Bread,Grains & Staples,2024-11-11,154
Bananas,Fruits & Vegetables,2024-11-12,181
Bell Pepper,Fruits & Vegetables,2024-11-12,47
Butter (250g),Oils & Fats,2024-11-12,63
Cheddar Cheese,Dairy & Eggs,2024-11-12,66
Chicken Breast,Meat & Seafood,2024-11-12,130
Cumin Powder,Condiments & Spices,2024-11-12,35
Dark Chocolate,Snacks & Confectionery,2024-11-12,97
Eggs (12pk),Dairy & Eggs,2024-11-12,247
Frozen Peas (500g),Frozen Foods,2024-11-12,54
Frozen Pizza,Frozen Foods,2024-11-12,89
Greek Yogurt,Dairy & Eggs,2024-11-12,66
Green Tea (20pk),Beverages,2024-11-12,56
Ground Beef,Meat & Seafood,2024-11-12,77
Honey (500g),Snacks & Confectionery,2024-11-12,44
Milk (1L),Dairy & Eggs,2024-11-12,208
Mineral Water (2L),Beverages,2024-11-12,180
Oats (1kg),Grains & Staples,2024-11-12,90
Olive Oil,Oils & Fats,2024-11-12,45
Onions,Fruits & Vegetables,2024-11-12,93
Orange Juice (1L),Beverages,2024-11-12,106
Pasta (500g),Grains & Staples,2024-11-12,137
Potato Chips,Snacks & Confectionery,2024-11-12,99
Potatoes,Fruits & Vegetables,2024-11-12,130
Rice (5kg),Grains & Staples,2024-11-12,198
Salmon Fillet,Meat & Seafood,2024-11-12,51
Soy Sauce (300ml),Condiments & Spices,2024-11-12,53
Spinach,Fruits & Vegetables,2024-11-12,64
Tomato Ketchup,Condiments & Spices,2024-11-12,62
Tomatoes,Fruits & Vegetables,2024-11-12,69
Tuna (Canned),Meat & Seafood,2024-11-12,111
Vegetable Oil,Oils & Fats,2024-11-12,116
Whole Wheat Bread,Grains & Staples,2024-11-12,166
Bananas,Fruits & Vegetables,2024-11-13,193
Bell Pepper,Fruits & Vegetables,2024-11-13,56
Butter (250g),Oils & Fats,2024-11-13,75
Cheddar Cheese,Dairy & Eggs,2024-11-13,58
Chicken Breast,Meat & Seafood,2024-11-13,155
Cumin Powder,Condiments & Spices,2024-11-13,51
Dark Chocolate,Snacks & Confectionery,2024-11-13,69
Eggs (12pk),Dairy & Eggs,2024-11-13,212
Frozen Peas (500g),Frozen Foods,2024-11-13,69
Frozen Pizza,Frozen Foods,2024-11-13,53
Greek Yogurt,Dairy & Eggs,2024-11-13,52
Green Tea (20pk),Beverages,2024-11-13,57
Ground Beef,Meat & Seafood,2024-11-13,73
Honey (500g),Snacks & Confectionery,2024-11-13,60
Milk (1L),Dairy & Eggs,2024-11-13,189
Mineral Water (2L),Beverages,2024-11-13,157
Oats (1kg),Grains & Staples,2024-11-13,88
Olive Oil,Oils & Fats,2024-11-13,68
Onions,Fruits & Vegetables,2024-11-13,98
Orange Juice (1L),Beverages,2024-11-13,46
Pasta (500g),Grains & Staples,2024-11-13,122
Potato Chips,Snacks & Confectionery,2024-11-13,89
Potatoes,Fruits & Vegetables,2024-11-13,86
Rice (5kg),Grains & Staples,2024-11-13,204
Salmon Fillet,Meat & Seafood,2024-11-13,60
Soy Sauce (300ml),Condiments & Spices,2024-11-13,55
Spinach,Fruits & Vegetables,2024-11-13,62
Tomato Ketchup,Condiments & Spices,2024-11-13,97
Tomatoes,Fruits & Vegetables,2024-11-13,82
Tuna (Canned),Meat & Seafood,2024-11-13,129
Vegetable Oil,Oils & Fats,2024-11-13,108
Whole Wheat Bread,Grains & Staples,2024-11-13,173
Bananas,Fruits & Vegetables,2024-11-14,186
Bell Pepper,Fruits & Vegetables,2024-11-14,71
Butter (250g),Oils & Fats,2024-11-14,79
Cheddar Cheese,Dairy & Eggs,2024-11-14,53
Chicken Breast,Meat & Seafood,2024-11-14,150
Cumin Powder,Condiments & Spices,2024-11-14,48
Dark Chocolate,Snacks & Confectionery,2024-11-14,67
Eggs (12pk),Dairy & Eggs,2024-11-14,207
Frozen Peas (500g),Frozen Foods,2024-11-14,76
Frozen Pizza,Frozen Foods,2024-11-14,79
Greek Yogurt,Dairy & Eggs,2024-11-14,56
Green Tea (20pk),Beverages,2024-11-14,65
Ground Beef,Meat & Seafood,2024-11-14,128
Honey (500g),Snacks & Confectionery,2024-11-14,43
Milk (1L),Dairy & Eggs,2024-11-14,168
Mineral Water (2L),Beverages,2024-11-14,179
Oats (1kg),Grains & Staples,2024-11-14,68
Olive Oil,Oils & Fats,2024-11-14,61
Onions,Fruits & Vegetables,2024-11-14,81
Orange Juice (1L),Beverages,2024-11-14,101
Pasta (500g),Grains & Staples,2024-11-14,138
Potato Chips,Snacks & Confectionery,2024-11-14,132
Potatoes,Fruits & Vegetables,2024-11-14,116
Rice (5kg),Grains & Staples,2024-11-14,183
Salmon Fillet,Meat & Seafood,2024-11-14,52
Soy Sauce (300ml),Condiments & Spices,2024-11-14,77
Spinach,Fruits & Vegetables,2024-11-14,61
Tomato Ketchup,Condiments & Spices,2024-11-14,74
Tomatoes,Fruits & Vegetables,2024-11-14,95
Tuna (Canned),Meat & Seafood,2024-11-14,149
Vegetable Oil,Oils & Fats,2024-11-14,129
Whole Wheat Bread,Grains & Staples,2024-11-14,141
Bananas,Fruits & Vegetables,2024-11-15,173
Bell Pepper,Fruits & Vegetables,2024-11-15,45
Butter (250g),Oils & Fats,2024-11-15,74
Cheddar Cheese,Dairy & Eggs,2024-11-15,65
Chicken Breast,Meat & Seafood,2024-11-15,150
Cumin Powder,Condiments & Spices,2024-11-15,59
Dark Chocolate,Snacks & Confectionery,2024-11-15,71
Eggs (12pk),Dairy & Eggs,2024-11-15,225
Frozen Peas (500g),Frozen Foods,2024-11-15,74
Frozen Pizza,Frozen Foods,2024-11-15,85
Greek Yogurt,Dairy & Eggs,2024-11-15,77
Green Tea (20pk),Beverages,2024-11-15,48
Ground Beef,Meat & Seafood,2024-11-15,65
Honey (500g),Snacks & Confectionery,2024-11-15,65
Milk (1L),Dairy & Eggs,2024-11-15,182
Mineral Water (2L),Beverages,2024-11-15,190
Oats (1kg),Grains & Staples,2024-11-15,92
Olive Oil,Oils & Fats,2024-11-15,53
Onions,Fruits & Vegetables,2024-11-15,75
Orange Juice (1L),Beverages,2024-11-15,77
Pasta (500g),Grains & Staples,2024-11-15,128
Potato Chips,Snacks & Confectionery,2024-11-15,115
Potatoes,Fruits & Vegetables,2024-11-15,89
Rice (5kg),Grains & Staples,2024-11-15,192
Salmon Fillet,Meat & Seafood,2024-11-15,76
Soy Sauce (300ml),Condiments & Spices,2024-11-15,69
Spinach,Fruits & Vegetables,2024-11-15,45
Tomato Ketchup,Condiments & Spices,2024-11-15,63
Tomatoes,Fruits & Vegetables,2024-11-15,48
Tuna (Canned),Meat & Seafood,2024-11-15,143
Vegetable Oil,Oils & Fats,2024-11-15,140
Whole Wheat Bread,Grains & Staples,2024-11-15,165
Bananas,Fruits & Vegetables,2024-11-16,208
Bell Pepper,Fruits & Vegetables,2024-11-16,86
Butter (250g),Oils & Fats,2024-11-16,97
Cheddar Cheese,Dairy & Eggs,2024-11-16,80
Chicken Breast,Meat & Seafood,2024-11-16,198
Cumin Powder,Condiments & Spices,2024-11-16,66
Dark Chocolate,Snacks & Confectionery,2024-11-16,103
Eggs (12pk),Dairy & Eggs,2024-11-16,266
Frozen Peas (500g),Frozen Foods,2024-11-16,81
Frozen Pizza,Frozen Foods,2024-11-16,78
Greek Yogurt,Dairy & Eggs,2024-11-16,69
Green Tea (20pk),Beverages,2024-11-16,59
Ground Beef,Meat & Seafood,2024-11-16,105
Honey (500g),Snacks & Confectionery,2024-11-16,76
Milk (1L),Dairy & Eggs,2024-11-16,212
Mineral Water (2L),Beverages,2024-11-16,202
Oats (1kg),Grains & Staples,2024-11-16,98
Olive Oil,Oils & Fats,2024-11-16,71
Onions,Fruits & Vegetables,2024-11-16,124
Orange Juice (1L),Beverages,2024-11-16,109
Pasta (500g),Grains & Staples,2024-11-16,152
Potato Chips,Snacks & Confectionery,2024-11-16,110
Potatoes,Fruits & Vegetables,2024-11-16,148
Rice (5kg),Grains & Staples,2024-11-16,266
Salmon Fillet,Meat & Seafood,2024-11-16,86
Soy Sauce (300ml),Condiments & Spices,2024-11-16,77
Spinach,Fruits & Vegetables,2024-11-16,42
Tomato Ketchup,Condiments & Spices,2024-11-16,68
Tomatoes,Fruits & Vegetables,2024-11-16,56
Tuna (Canned),Meat & Seafood,2024-11-16,160
Vegetable Oil,Oils & Fats,2024-11-16,153
Whole Wheat Bread,Grains & Staples,2024-11-16,187
Bananas,Fruits & Vegetables,2024-11-17,221
Bell Pepper,Fruits & Vegetables,2024-11-17,72
Butter (250g),Oils & Fats,2024-11-17,92
Cheddar Cheese,Dairy & Eggs,2024-11-17,82
Chicken Breast,Meat & Seafood,2024-11-17,136
Cumin Powder,Condiments & Spices,2024-11-17,50
Dark Chocolate,Snacks & Confectionery,2024-11-17,113
Eggs (12pk),Dairy & Eggs,2024-11-17,274
Frozen Peas (500g),Frozen Foods,2024-11-17,80
Frozen Pizza,Frozen Foods,2024-11-17,69
Greek Yogurt,Dairy & Eggs,2024-11-17,101
Green Tea (20pk),Beverages,2024-11-17,84
Ground Beef,Meat & Seafood,2024-11-17,114
Honey (500g),Snacks & Confectionery,2024-11-17,73
Milk (1L),Dairy & Eggs,2024-11-17,194
Mineral Water (2L),Beverages,2024-11-17,196
Oats (1kg),Grains & Staples,2024-11-17,137
Olive Oil,Oils & Fats,2024-11-17,62
Onions,Fruits & Vegetables,2024-11-17,129
Orange Juice (1L),Beverages,2024-11-17,98
Pasta (500g),Grains & Staples,2024-11-17,150
Potato Chips,Snacks & Confectionery,2024-11-17,129
Potatoes,Fruits & Vegetables,2024-11-17,137
Rice (5kg),Grains & Staples,2024-11-17,250
Salmon Fillet,Meat & Seafood,2024-11-17,86
Soy Sauce (300ml),Condiments & Spices,2024-11-17,101
Spinach,Fruits & Vegetables,2024-11-17,61
Tomato Ketchup,Condiments & Spices,2024-11-17,88
Tomatoes,Fruits & Vegetables,2024-11-17,61
Tuna (Canned),Meat & Seafood,2024-11-17,155
Vegetable Oil,Oils & Fats,2024-11-17,149
Whole Wheat Bread,Grains & Staples,2024-11-17,179
Bananas,Fruits & Vegetables,2024-11-18,199
Bell Pepper,Fruits & Vegetables,2024-11-18,57
Butter (250g),Oils & Fats,2024-11-18,72
Cheddar Cheese,Dairy & Eggs,2024-11-18,65
Chicken Breast,Meat & Seafood,2024-11-18,125
Cumin Powder,Condiments & Spices,2024-11-18,60
Dark Chocolate,Snacks & Confectionery,2024-11-18,63
Eggs (12pk),Dairy & Eggs,2024-11-18,201
Frozen Peas (500g),Frozen Foods,2024-11-18,62
Frozen Pizza,Frozen Foods,2024-11-18,72
Greek Yogurt,Dairy & Eggs,2024-11-18,70
Green Tea (20pk),Beverages,2024-11-18,45
Ground Beef,Meat & Seafood,2024-11-18,97
Honey (500g),Snacks & Confectionery,2024-11-18,52
Milk (1L),Dairy & Eggs,2024-11-18,203
Mineral Water (2L),Beverages,2024-11-18,181
Oats (1kg),Grains & Staples,2024-11-18,81
Olive Oil,Oils & Fats,2024-11-18,61
Onions,Fruits & Vegetables,2024-11-18,99
Orange Juice (1L),Beverages,2024-11-18,82
Pasta (500g),Grains & Staples,2024-11-18,105
Potato Chips,Snacks & Confectionery,2024-11-18,72
Potatoes,Fruits & Vegetables,2024-11-18,122
Rice (5kg),Grains & Staples,2024-11-18,201
Salmon Fillet,Meat & Seafood,2024-11-18,54
Soy Sauce (300ml),Condiments & Spices,2024-11-18,53
Spinach,Fruits & Vegetables,2024-11-18,67
Tomato Ketchup,Condiments & Spices,2024-11-18,69
Tomatoes,Fruits & Vegetables,2024-11-18,101
Tuna (Canned),Meat & Seafood,2024-11-18,128
Vegetable Oil,Oils & Fats,2024-11-18,126
Whole Wheat Bread,Grains & Staples,2024-11-18,173
Bananas,Fruits & Vegetables,2024-11-19,179
Bell Pepper,Fruits & Vegetables,2024-11-19,73
Butter (250g),Oils & Fats,2024-11-19,72
Cheddar Cheese,Dairy & Eggs,2024-11-19,75
Chicken Breast,Meat & Seafood,2024-11-19,182
Cumin Powder,Condiments & Spices,2024-11-19,54
Dark Chocolate,Snacks & Confectionery,2024-11-19,59
Eggs (12pk),Dairy & Eggs,2024-11-19,254
Frozen Peas (500g),Frozen Foods,2024-11-19,69
Frozen Pizza,Frozen Foods,2024-11-19,68
Greek Yogurt,Dairy & Eggs,2024-11-19,72
Green Tea (20pk),Beverages,2024-11-19,55
Ground Beef,Meat & Seafood,2024-11-19,83
Honey (500g),Snacks & Confectionery,2024-11-19,58
Milk (1L),Dairy & Eggs,2024-11-19,192
Mineral Water (2L),Beverages,2024-11-19,144
Oats (1kg),Grains & Staples,2024-11-19,83
Olive Oil,Oils & Fats,2024-11-19,36
Onions,Fruits & Vegetables,2024-11-19,85
Orange Juice (1L),Beverages,2024-11-19,86
Pasta (500g),Grains & Staples,2024-11-19,157
Potato Chips,Snacks & Confectionery,2024-11-19,98
Potatoes,Fruits & Vegetables,2024-11-19,104
Rice (5kg),Grains & Staples,2024-11-19,205
Salmon Fillet,Meat & Seafood,2024-11-19,49
Soy Sauce (300ml),Condiments & Spices,2024-11-19,76
Spinach,Fruits & Vegetables,2024-11-19,72
Tomato Ketchup,Condiments & Spices,2024-11-19,82
Tomatoes,Fruits & Vegetables,2024-11-19,64
Tuna (Canned),Meat & Seafood,2024-11-19,135
Vegetable Oil,Oils & Fats,2024-11-19,136
Whole Wheat Bread,Grains & Staples,2024-11-19,183
Bananas,Fruits & Vegetables,2024-11-20,168
Bell Pepper,Fruits & Vegetables,2024-11-20,69
Butter (250g),Oils & Fats,2024-11-20,84
Cheddar Cheese,Dairy & Eggs,2024-11-20,65
Chicken Breast,Meat & Seafood,2024-11-20,132
Cumin Powder,Condiments & Spices,2024-11-20,40
Dark Chocolate,Snacks & Confectionery,2024-11-20,113
Eggs (12pk),Dairy & Eggs,2024-11-20,257
Frozen Peas (500g),Frozen Foods,2024-11-20,64
Frozen Pizza,Frozen Foods,2024-11-20,55
Greek Yogurt,Dairy & Eggs,2024-11-20,67
Green Tea (20pk),Beverages,2024-11-20,47
Ground Beef,Meat & Seafood,2024-11-20,79
Honey (500g),Snacks & Confectionery,2024-11-20,53
Milk (1L),Dairy & Eggs,2024-11-20,190
Mineral Water (2L),Beverages,2024-11-20,141
Oats (1kg),Grains & Staples,2024-11-20,78
Olive Oil,Oils & Fats,2024-11-20,47
Onions,Fruits & Vegetables,2024-11-20,70
Orange Juice (1L),Beverages,2024-11-20,89
Pasta (500g),Grains & Staples,2024-11-20,114
Potato Chips,Snacks & Confectionery,2024-11-20,76
Potatoes,Fruits & Vegetables,2024-11-20,135
Rice (5kg),Grains & Staples,2024-11-20,216
Salmon Fillet,Meat & Seafood,2024-11-20,62
Soy Sauce (300ml),Condiments & Spices,2024-11-20,66
Spinach,Fruits & Vegetables,2024-11-20,64
Tomato Ketchup,Condiments & Spices,2024-11-20,70
Tomatoes,Fruits & Vegetables,2024-11-20,126
Tuna (Canned),Meat & Seafood,2024-11-20,119
Vegetable Oil,Oils & Fats,2024-11-20,114
Whole Wheat Bread,Grains & Staples,2024-11-20,184
Bananas,Fruits & Vegetables,2024-11-21,159
Bell Pepper,Fruits & Vegetables,2024-11-21,57
Butter (250g),Oils & Fats,2024-11-21,71
Cheddar Cheese,Dairy & Eggs,2024-11-21,50
Chicken Breast,Meat & Seafood,2024-11-21,69
Cumin Powder,Condiments & Spices,2024-11-21,51
Dark Chocolate,Snacks & Confectionery,2024-11-21,78
Eggs (12pk),Dairy & Eggs,2024-11-21,190
Frozen Peas (500g),Frozen Foods,2024-11-21,84
Frozen Pizza,Frozen Foods,2024-11-21,57
Greek Yogurt,Dairy & Eggs,2024-11-21,81
Green Tea (20pk),Beverages,2024-11-21,61
Ground Beef,Meat & Seafood,2024-11-21,93
Honey (500g),Snacks & Confectionery,2024-11-21,49
Milk (1L),Dairy & Eggs,2024-11-21,185
Mineral Water (2L),Beverages,2024-11-21,155
Oats (1kg),Grains & Staples,2024-11-21,104
Olive Oil,Oils & Fats,2024-11-21,63
Onions,Fruits & Vegetables,2024-11-21,70
Orange Juice (1L),Beverages,2024-11-21,71
Pasta (500g),Grains & Staples,2024-11-21,108
Potato Chips,Snacks & Confectionery,2024-11-21,63
Potatoes,Fruits & Vegetables,2024-11-21,132
Rice (5kg),Grains & Staples,2024-11-21,215
Salmon Fillet,Meat & Seafood,2024-11-21,59
Soy Sauce (300ml),Condiments & Spices,2024-11-21,75
Spinach,Fruits & Vegetables,2024-11-21,61
Tomato Ketchup,Condiments & Spices,2024-11-21,57
Tomatoes,Fruits & Vegetables,2024-11-21,64
Tuna (Canned),Meat & Seafood,2024-11-21,129
Vegetable Oil,Oils & Fats,2024-11-21,121
Whole Wheat Bread,Grains & Staples,2024-11-21,179
Bananas,Fruits & Vegetables,2024-11-22,150
Bell Pepper,Fruits & Vegetables,2024-11-22,79
Butter (250g),Oils & Fats,2024-11-22,86
Cheddar Cheese,Dairy & Eggs,2024-11-22,68
Chicken Breast,Meat & Seafood,2024-11-22,135
Cumin Powder,Condiments & Spices,2024-11-22,58
Dark Chocolate,Snacks & Confectionery,2024-11-22,85
Eggs (12pk),Dairy & Eggs,2024-11-22,254
Frozen Peas (500g),Frozen Foods,2024-11-22,64
Frozen Pizza,Frozen Foods,2024-11-22,72
Greek Yogurt,Dairy & Eggs,2024-11-22,81
Green Tea (20pk),Beverages,2024-11-22,70
Ground Beef,Meat & Seafood,2024-11-22,89
Honey (500g),Snacks & Confectionery,2024-11-22,54
Milk (1L),Dairy & Eggs,2024-11-22,167
Mineral Water (2L),Beverages,2024-11-22,150
Oats (1kg),Grains & Staples,2024-11-22,85
Olive Oil,Oils & Fats,2024-11-22,53
Onions,Fruits & Vegetables,2024-11-22,91
Orange Juice (1L),Beverages,2024-11-22,92
Pasta (500g),Grains & Staples,2024-11-22,126
Potato Chips,Snacks & Confectionery,2024-11-22,107
Potatoes,Fruits & Vegetables,2024-11-22,126
Rice (5kg),Grains & Staples,2024-11-22,206
